ot receivers unique ratio acc
0.5 9 0 0.01 0
0.5 9 0 0.02 0
0.5 9 0 0.03 0
0.5 9 0 0.04 0
0.5 9 0 0.05 0
0.5 9 0 0.06 0
0.5 9 0 0.07 0
0.5 9 0 0.08 0
0.5 9 0 0.09 0
0.5 9 0 0.1 0
0.5 9 0 0.15 0
0.5 9 0 0.2 0.9538536071777344
0.5 9 0 0.25 0.9883269667625427
0.5 9 0 0.3 0.9970731725916266
0.5 9 0 0.4 0.9998169057068935
0.5 9 0 0.5 0.9999885559518589
0.5 9 0 0.8 0.9999999972060323
0.5 9 0 1 0.9999999999890861
